Timestamp,Device Name,Temperature (°C),Frequency (Hz),Voltage (V),Configuration,Duty Cycle (%),Current (A)
2025-07-24 15:50:46,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.1649944
2025-07-24 15:50:48,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16493562
2025-07-24 15:50:50,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16492204
2025-07-24 15:50:52,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.1648514
2025-07-24 15:50:54,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16482991
2025-07-24 15:50:56,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16479237
2025-07-24 15:50:57,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16475915
2025-07-24 15:50:59,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16476162
2025-07-24 15:51:01,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16474137
2025-07-24 15:51:03,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16470197
2025-07-24 15:51:05,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16469913
2025-07-24 15:51:07,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16467345
2025-07-24 15:51:09,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16463381
2025-07-24 15:51:11,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16459552
2025-07-24 15:51:13,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.1645686
2025-07-24 15:51:15,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16458367
2025-07-24 15:51:16,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16457626
2025-07-24 15:51:18,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16457675
2025-07-24 15:51:20,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16456626
2025-07-24 15:51:22,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16457354
2025-07-24 15:51:24,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16454452
2025-07-24 15:51:26,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16455341
2025-07-24 15:51:28,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16453896
2025-07-24 15:51:29,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16454946
2025-07-24 15:51:31,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16456885
2025-07-24 15:51:33,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16458713
2025-07-24 15:51:35,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16462158
2025-07-24 15:51:37,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16458033
2025-07-24 15:51:39,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16458391
2025-07-24 15:51:41,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16458009
2025-07-24 15:51:43,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16457021
2025-07-24 15:51:45,GPI65015DFN,40,13000000,300,Dual Conduction,50,0.16458997

FINAL_READINGS,69.6321792,2.7382169102106,0.16458997,14000000.0,1.6383738103839
