Timestamp,Device Name,Temperature (°C),Frequency (Hz),Voltage (V),Configuration,Duty Cycle (%),Current (A)
2025-09-29 00:32:26,EPC2307,40,6000000,100,Single Device,25,0.0096585974
2025-09-29 00:32:27,EPC2307,40,6000000,100,Single Device,25,0.0096531359
2025-09-29 00:32:29,EPC2307,40,6000000,100,Single Device,25,0.0096495022
2025-09-29 00:32:31,EPC2307,40,6000000,100,Single Device,25,0.0096462546
2025-09-29 00:32:33,EPC2307,40,6000000,100,Single Device,25,0.0096436073
2025-09-29 00:32:35,EPC2307,40,6000000,100,Single Device,25,0.0096407497
2025-09-29 00:32:36,EPC2307,40,6000000,100,Single Device,25,0.0096386802
2025-09-29 00:32:39,EPC2307,40,6000000,100,Single Device,25,0.0096362553
2025-09-29 00:32:40,EPC2307,40,6000000,100,Single Device,25,0.0096343163
2025-09-29 00:32:42,EPC2307,40,6000000,100,Single Device,25,0.0096323532
2025-09-29 00:32:44,EPC2307,40,6000000,100,Single Device,25,0.0096303998
2025-09-29 00:32:46,EPC2307,40,6000000,100,Single Device,25,0.0096285865
2025-09-29 00:32:48,EPC2307,40,6000000,100,Single Device,25,0.0096267975
2025-09-29 00:32:50,EPC2307,40,6000000,100,Single Device,25,0.0096250084
2025-09-29 00:32:51,EPC2307,40,6000000,100,Single Device,25,0.0096235724
2025-09-29 00:32:53,EPC2307,40,6000000,100,Single Device,25,0.0096219332
2025-09-29 00:32:55,EPC2307,40,6000000,100,Single Device,25,0.0096210653
2025-09-29 00:32:57,EPC2307,40,6000000,100,Single Device,25,0.0096191239
2025-09-29 00:32:59,EPC2307,40,6000000,100,Single Device,25,0.0096173687
2025-09-29 00:33:01,EPC2307,40,6000000,100,Single Device,25,0.0096160559
2025-09-29 00:33:03,EPC2307,40,6000000,100,Single Device,25,0.0096145497
2025-09-29 00:33:05,EPC2307,40,6000000,100,Single Device,25,0.00961322
2025-09-29 00:33:06,EPC2307,40,6000000,100,Single Device,25,0.009611929
2025-09-29 00:33:08,EPC2307,40,6000000,100,Single Device,25,0.0096107202
2025-09-29 00:33:10,EPC2307,40,6000000,100,Single Device,25,0.0096095404
2025-09-29 00:33:12,EPC2307,40,6000000,100,Single Device,25,0.0096086314
2025-09-29 00:33:14,EPC2307,40,6000000,100,Single Device,25,0.0096076522
2025-09-29 00:33:16,EPC2307,40,6000000,100,Single Device,25,0.0096074492
2025-09-29 00:33:18,EPC2307,40,6000000,100,Single Device,25,0.0096064217
2025-09-29 00:33:19,EPC2307,40,6000000,100,Single Device,25,0.0096062548
2025-09-29 00:33:21,EPC2307,40,6000000,100,Single Device,25,0.0096050557
2025-09-29 00:33:23,EPC2307,40,6000000,100,Single Device,25,0.0096047583
2025-09-29 00:33:25,EPC2307,40,6000000,100,Single Device,25,0.0096038275

FINAL_READINGS,40.486341,1.5251055307748,0.0096038275,6300000.0,1.20240240424,100.0
