Timestamp,Device Name,Temperature (°C),Frequency (Hz),Voltage (V),Configuration,Duty Cycle (%),Current (A)
2025-07-01 16:51:28,145D2,25,6000000,400,Dual Conduction,50,0.064193618
2025-07-01 16:51:30,145D2,25,6000000,400,Dual Conduction,50,0.064182735
2025-07-01 16:51:32,145D2,25,6000000,400,Dual Conduction,50,0.064186697
2025-07-01 16:51:34,145D2,25,6000000,400,Dual Conduction,50,0.064184466
2025-07-01 16:51:35,145D2,25,6000000,400,Dual Conduction,50,0.064184691
2025-07-01 16:51:37,145D2,25,6000000,400,Dual Conduction,50,0.064189982
2025-07-01 16:51:39,145D2,25,6000000,400,Dual Conduction,50,0.06421275
2025-07-01 16:51:41,145D2,25,6000000,400,Dual Conduction,50,0.064224636
2025-07-01 16:51:43,145D2,25,6000000,400,Dual Conduction,50,0.064217815
2025-07-01 16:51:45,145D2,25,6000000,400,Dual Conduction,50,0.06419091
2025-07-01 16:51:47,145D2,25,6000000,400,Dual Conduction,50,0.064197179
2025-07-01 16:51:49,145D2,25,6000000,400,Dual Conduction,50,0.064202093
2025-07-01 16:51:51,145D2,25,6000000,400,Dual Conduction,50,0.064177771
2025-07-01 16:51:52,145D2,25,6000000,400,Dual Conduction,50,0.064179626
2025-07-01 16:51:54,145D2,25,6000000,400,Dual Conduction,50,0.064168092
2025-07-01 16:51:56,145D2,25,6000000,400,Dual Conduction,50,0.064178347
2025-07-01 16:51:58,145D2,25,6000000,400,Dual Conduction,50,0.064176868
2025-07-01 16:52:00,145D2,25,6000000,400,Dual Conduction,50,0.064181582
2025-07-01 16:52:02,145D2,25,6000000,400,Dual Conduction,50,0.064180128
2025-07-01 16:52:04,145D2,25,6000000,400,Dual Conduction,50,0.064169872
2025-07-01 16:52:06,145D2,25,6000000,400,Dual Conduction,50,0.064187224
2025-07-01 16:52:08,145D2,25,6000000,400,Dual Conduction,50,0.064197454
2025-07-01 16:52:09,145D2,25,6000000,400,Dual Conduction,50,0.064202093
2025-07-01 16:52:11,145D2,25,6000000,400,Dual Conduction,50,0.06418261
2025-07-01 16:52:13,145D2,25,6000000,400,Dual Conduction,50,0.064181181
2025-07-01 16:52:15,145D2,25,6000000,400,Dual Conduction,50,0.064186998
2025-07-01 16:52:17,145D2,25,6000000,400,Dual Conduction,50,0.064174812
2025-07-01 16:52:19,145D2,25,6000000,400,Dual Conduction,50,0.064191988
2025-07-01 16:52:21,145D2,25,6000000,400,Dual Conduction,50,0.064192565
2025-07-01 16:52:23,145D2,25,6000000,400,Dual Conduction,50,0.064205629
2025-07-01 16:52:25,145D2,25,6000000,400,Dual Conduction,50,0.064208738
2025-07-01 16:52:26,145D2,25,6000000,400,Dual Conduction,50,0.064197454

FINAL_READINGS,107.789544,4.1729957009324,0.064197454,5300000.0
