Timestamp,Device Name,Temperature (°C),Frequency (Hz),Voltage (V),Configuration,Duty Cycle (%),Current (A)
2025-07-08 20:14:02,145D2,40,13000000,400,Single Device,50,0.15771317
2025-07-08 20:14:04,145D2,40,13000000,400,Single Device,50,0.15818071
2025-07-08 20:14:06,145D2,40,13000000,400,Single Device,50,0.15860713
2025-07-08 20:14:08,145D2,40,13000000,400,Single Device,50,0.15902034
2025-07-08 20:14:10,145D2,40,13000000,400,Single Device,50,0.15954049
2025-07-08 20:14:11,145D2,40,13000000,400,Single Device,50,0.15971869
2025-07-08 20:14:13,145D2,40,13000000,400,Single Device,50,0.16008892
2025-07-08 20:14:15,145D2,40,13000000,400,Single Device,50,0.16039505
2025-07-08 20:14:17,145D2,40,13000000,400,Single Device,50,0.16071292
2025-07-08 20:14:19,145D2,40,13000000,400,Single Device,50,0.16095509
2025-07-08 20:14:21,145D2,40,13000000,400,Single Device,50,0.16116886
2025-07-08 20:14:23,145D2,40,13000000,400,Single Device,50,0.16141078
2025-07-08 20:14:25,145D2,40,13000000,400,Single Device,50,0.16164455
2025-07-08 20:14:27,145D2,40,13000000,400,Single Device,50,0.16188005
2025-07-08 20:14:29,145D2,40,13000000,400,Single Device,50,0.16208752
2025-07-08 20:14:30,145D2,40,13000000,400,Single Device,50,0.16221447
2025-07-08 20:14:32,145D2,40,13000000,400,Single Device,50,0.16239032
2025-07-08 20:14:34,145D2,40,13000000,400,Single Device,50,0.16261693
2025-07-08 20:14:36,145D2,40,13000000,400,Single Device,50,0.16274808
2025-07-08 20:14:38,145D2,40,13000000,400,Single Device,50,0.1629548
2025-07-08 20:14:40,145D2,40,13000000,400,Single Device,50,0.16316202
2025-07-08 20:14:42,145D2,40,13000000,400,Single Device,50,0.16332293
2025-07-08 20:14:44,145D2,40,13000000,400,Single Device,50,0.16346174
2025-07-08 20:14:46,145D2,40,13000000,400,Single Device,50,0.16359425
2025-07-08 20:14:47,145D2,40,13000000,400,Single Device,50,0.16380406
2025-07-08 20:14:49,145D2,40,13000000,400,Single Device,50,0.16388495
2025-07-08 20:14:51,145D2,40,13000000,400,Single Device,50,0.16401239
2025-07-08 20:14:53,145D2,40,13000000,400,Single Device,50,0.16419158
2025-07-08 20:14:55,145D2,40,13000000,400,Single Device,50,0.16430951
2025-07-08 20:14:57,145D2,40,13000000,400,Single Device,50,0.16448599
2025-07-08 20:14:59,145D2,40,13000000,400,Single Device,50,0.16463356
2025-07-08 20:15:01,145D2,40,13000000,400,Single Device,50,0.16481991

FINAL_READINGS,106.773288,7.407564782032,0.16481991,12300000.0
