Timestamp,Device Name,Temperature (°C),Frequency (Hz),Voltage (V),Configuration,Duty Cycle (%),Current (A)
2025-07-22 17:40:46,GPI65015DFN,25,6000000,200,Single Conduction,50,0.057649087
2025-07-22 17:40:48,GPI65015DFN,25,6000000,200,Single Conduction,50,0.057541734
2025-07-22 17:40:49,GPI65015DFN,25,6000000,200,Single Conduction,50,0.057461485
2025-07-22 17:40:51,GPI65015DFN,25,6000000,200,Single Conduction,50,0.057377658
2025-07-22 17:40:53,GPI65015DFN,25,6000000,200,Single Conduction,50,0.057311578
2025-07-22 17:40:55,GPI65015DFN,25,6000000,200,Single Conduction,50,0.057260102
2025-07-22 17:40:57,GPI65015DFN,25,6000000,200,Single Conduction,50,0.057201759
2025-07-22 17:40:59,GPI65015DFN,25,6000000,200,Single Conduction,50,0.057153885
2025-07-22 17:41:01,GPI65015DFN,25,6000000,200,Single Conduction,50,0.05708222
2025-07-22 17:41:02,GPI65015DFN,25,6000000,200,Single Conduction,50,0.057026827
2025-07-22 17:41:04,GPI65015DFN,25,6000000,200,Single Conduction,50,0.056962729
2025-07-22 17:41:06,GPI65015DFN,25,6000000,200,Single Conduction,50,0.056919087
2025-07-22 17:41:08,GPI65015DFN,25,6000000,200,Single Conduction,50,0.056880812
2025-07-22 17:41:10,GPI65015DFN,25,6000000,200,Single Conduction,50,0.056848993
2025-07-22 17:41:12,GPI65015DFN,25,6000000,200,Single Conduction,50,0.056808736
2025-07-22 17:41:14,GPI65015DFN,25,6000000,200,Single Conduction,50,0.05676021
2025-07-22 17:41:16,GPI65015DFN,25,6000000,200,Single Conduction,50,0.056729865
2025-07-22 17:41:18,GPI65015DFN,25,6000000,200,Single Conduction,50,0.056704671
2025-07-22 17:41:20,GPI65015DFN,25,6000000,200,Single Conduction,50,0.056668452
2025-07-22 17:41:21,GPI65015DFN,25,6000000,200,Single Conduction,50,0.056642073
2025-07-22 17:41:23,GPI65015DFN,25,6000000,200,Single Conduction,50,0.056602972
2025-07-22 17:41:25,GPI65015DFN,25,6000000,200,Single Conduction,50,0.056556719
2025-07-22 17:41:27,GPI65015DFN,25,6000000,200,Single Conduction,50,0.056519532
2025-07-22 17:41:29,GPI65015DFN,25,6000000,200,Single Conduction,50,0.05650945
2025-07-22 17:41:31,GPI65015DFN,25,6000000,200,Single Conduction,50,0.056490905
2025-07-22 17:41:33,GPI65015DFN,25,6000000,200,Single Conduction,50,0.056476059
2025-07-22 17:41:35,GPI65015DFN,25,6000000,200,Single Conduction,50,0.056464453
2025-07-22 17:41:37,GPI65015DFN,25,6000000,200,Single Conduction,50,0.056417087
2025-07-22 17:41:39,GPI65015DFN,25,6000000,200,Single Conduction,50,0.05639581
2025-07-22 17:41:41,GPI65015DFN,25,6000000,200,Single Conduction,50,0.056376322
2025-07-22 17:41:43,GPI65015DFN,25,6000000,200,Single Conduction,50,0.056359905
2025-07-22 17:41:45,GPI65015DFN,25,6000000,200,Single Conduction,50,0.056342956

FINAL_READINGS,56.8660348,2.1857829936461,0.056342956,5200000.0,1.2873083958413
