Timestamp,Device Name,Temperature (°C),Frequency (Hz),Voltage (V),Configuration,Duty Cycle (%),Current (A)
2025-07-23 18:51:44,GPI65015DFN,25,6000000,200,Single Device,50,0.03716109
2025-07-23 18:51:46,GPI65015DFN,25,6000000,200,Single Device,50,0.037164475
2025-07-23 18:51:48,GPI65015DFN,25,6000000,200,Single Device,50,0.03717671
2025-07-23 18:51:50,GPI65015DFN,25,6000000,200,Single Device,50,0.037184302
2025-07-23 18:51:52,GPI65015DFN,25,6000000,200,Single Device,50,0.037158334
2025-07-23 18:51:54,GPI65015DFN,25,6000000,200,Single Device,50,0.037139329
2025-07-23 18:51:55,GPI65015DFN,25,6000000,200,Single Device,50,0.037163049
2025-07-23 18:51:57,GPI65015DFN,25,6000000,200,Single Device,50,0.037189669
2025-07-23 18:51:59,GPI65015DFN,25,6000000,200,Single Device,50,0.037200961
2025-07-23 18:52:01,GPI65015DFN,25,6000000,200,Single Device,50,0.037215492
2025-07-23 18:52:03,GPI65015DFN,25,6000000,200,Single Device,50,0.037200937
2025-07-23 18:52:05,GPI65015DFN,25,6000000,200,Single Device,50,0.037204297
2025-07-23 18:52:07,GPI65015DFN,25,6000000,200,Single Device,50,0.037206594
2025-07-23 18:52:09,GPI65015DFN,25,6000000,200,Single Device,50,0.037229491
2025-07-23 18:52:11,GPI65015DFN,25,6000000,200,Single Device,50,0.037237011
2025-07-23 18:52:13,GPI65015DFN,25,6000000,200,Single Device,50,0.037246682
2025-07-23 18:52:15,GPI65015DFN,25,6000000,200,Single Device,50,0.037254371
2025-07-23 18:52:17,GPI65015DFN,25,6000000,200,Single Device,50,0.037240396
2025-07-23 18:52:18,GPI65015DFN,25,6000000,200,Single Device,50,0.037284836
2025-07-23 18:52:20,GPI65015DFN,25,6000000,200,Single Device,50,0.03729267
2025-07-23 18:52:22,GPI65015DFN,25,6000000,200,Single Device,50,0.03726941
2025-07-23 18:52:24,GPI65015DFN,25,6000000,200,Single Device,50,0.037282612
2025-07-23 18:52:26,GPI65015DFN,25,6000000,200,Single Device,50,0.037298981
2025-07-23 18:52:28,GPI65015DFN,25,6000000,200,Single Device,50,0.037326278
2025-07-23 18:52:30,GPI65015DFN,25,6000000,200,Single Device,50,0.037322168
2025-07-23 18:52:32,GPI65015DFN,25,6000000,200,Single Device,50,0.037339093
2025-07-23 18:52:33,GPI65015DFN,25,6000000,200,Single Device,50,0.037350239
2025-07-23 18:52:35,GPI65015DFN,25,6000000,200,Single Device,50,0.037318324
2025-07-23 18:52:37,GPI65015DFN,25,6000000,200,Single Device,50,0.037348668
2025-07-23 18:52:39,GPI65015DFN,25,6000000,200,Single Device,50,0.037348861
2025-07-23 18:52:41,GPI65015DFN,25,6000000,200,Single Device,50,0.037365472
2025-07-23 18:52:43,GPI65015DFN,25,6000000,200,Single Device,50,0.037348643

FINAL_READINGS,57.2821654,2.1999126198467,0.037348643,5200000.0,1.2769189500464
