Timestamp,Temperature (°C),Frequency (Hz),Voltage (V),Configuration,Current (A)
2025-06-10 12:17:40,25,1000.0,12,A,7.5e-09
2025-06-10 12:17:42,25,1000.0,12,A,8.74e-08
2025-06-10 12:17:43,25,1000.0,12,A,2.75e-08
2025-06-10 12:17:45,25,1000.0,12,A,2.75e-08
2025-06-10 12:17:46,25,1000.0,12,A,2.75e-08
