Timestamp,Device Name,Temperature (°C),Frequency (Hz),Voltage (V),Configuration,Duty Cycle (%),Current (A)
2025-07-17 16:35:32,GPI65030DFN,25,27000000,200,Single Device,25,0.1818041
2025-07-17 16:35:34,GPI65030DFN,25,27000000,200,Single Device,25,0.18170025
2025-07-17 16:35:36,GPI65030DFN,25,27000000,200,Single Device,25,0.18143511
2025-07-17 16:35:38,GPI65030DFN,25,27000000,200,Single Device,25,0.18147154
2025-07-17 16:35:40,GPI65030DFN,25,27000000,200,Single Device,25,0.1814009
2025-07-17 16:35:42,GPI65030DFN,25,27000000,200,Single Device,25,0.18137559
2025-07-17 16:35:44,GPI65030DFN,25,27000000,200,Single Device,25,0.18133916

FINAL_READINGS,79.7443144,6.5717008672841,0.18133916,29200000.0,1.5389955014382
